Latitude,Longitude,Station Name,Train Lines
40.66812833,-73.950474,Nostrand Ave & President St At Ne Corner,2-5
40.66980433,-73.950389,Nostrand Ave & Eastern Pkwy At Se Corner,3-4
40.69543933,-73.949423,Marcy Ave & Myrtle Ave At Nw Corner,G
40.66902733,-73.933789,Schenectady Ave & Eastern Pkwy At Ne Corner,3-4
40.66868047,-73.93102884,Utica Ave & Eastern Pkwy At Se Corner,3-4
40.69685193,-73.93545258,Broadway & Myrtle Ave At Nw Corner,J-Z
40.71771933,-73.957687,Bedford Ave & N 7th St At Se Corner,L
40.69996633,-73.949913,Union Ave & Flushing Ave At Ne Corner (To Queens Only),G
40.70662733,-73.952344,Hewes St & Broadway At Ne Corner,J-M
40.71376833,-73.951445,Union Ave & Metropolitan Ave At Se Corner,G-L
40.70331333,-73.946688,Lorimer St & Broadway At Sw Corner,J-M
40.70059523,-73.94223515,Flushing Ave & Broadway At Se Corner,J-M
40.72547833,-73.951906,Manhattan Ave & Norman Ave At Nw Corner,G
40.72381033,-73.950928,Manhattan Ave & Nassau Ave At Nw Corner,G
40.71444933,-73.944248,Graham Ave & Metropolitan Ave At Se Corner (To Canarsie Only),L
40.71203533,-73.940892,Grand St & Bushwick Ave At Ne Corner (To Canarsie Only),L
40.70623433,-73.931989,Morgan Ave & Harrison Pl At Sw Corner,L
40.73227033,-73.954415,Manhattan Ave & India St At Se Corner,G
40.66493233,-73.922663,Rutland Rd & E. 98th St At Ne Corner,3-4
40.66167533,-73.915345,Saratoga Ave & Livonia Ave At Ne Corner,3-4
40.64554533,-73.902498,Glenwood Rd & Rockaway Pkwy At Nw Corner,L
40.6787143,-73.92151693,Ralph Ave & Fulton St At Se Corner,A-C
40.67859262,-73.91376868,Hopkinson Ave & Fulton St At Nw Corner,A-C
40.68906833,-73.921565,Palmetto St & Broadway At Sw Corner,J-Z
40.68693333,-73.917295,Jefferson Ave & Broadway At Ne Corner,J
40.69014133,-73.922948,Linden St & Broadway At Nw Corner,J-Z
40.67569803,-73.90280547,Snediker Ave & New York Ave At Sw Corner,L
40.67676933,-73.899586,Alabama Av & Fulton St At Se Corner,J
40.67423933,-73.896669,Pennsylvania Ave & Liberty Ave At Sw Corner,A-C
40.6887876,-73.90467904,Lirr Bay Ridge Divide & Wilson Ave At Nw Corner,L
40.67250633,-73.890153,Van Siclen Ave & Pitkin Ave At Se Corner,A-C
40.66628133,-73.88329,Ashford St & Livonia Av At Sw Corner,3-4
40.67400133,-73.880665,Shepherd Ave & Pitkin Ave At Se Corner,A-C
40.67526833,-73.872087,Euclid Ave & Pitkin Ave At Sw Corner,A-C-S
40.67548833,-73.872086,Euclid Ave & Pitkin Ave At Nw Corner,A-C-S
40.70601433,-73.922119,Starr St & Wyckoff Ave At Se Corner,L
40.70415333,-73.919273,Dekalb Ave & Wycoff Ave At Se Corner,L
40.70334233,-73.917959,Stanhope St & Wycoff Ave At Sw Corner,L
40.70346133,-73.917606,Stanhope St & Wycoff Ave At Ne Corner,L
40.70724233,-73.923723,Jefferson St & Wyckoff Ave At Nw Corner,L
40.70621633,-73.921931,Starr St & Wyckoff Ave At Ne Corner,L
40.70481633,-73.902208,Forest Ave & Myrtle Ave At Nw Corner,M
40.70611538,-73.8955591,62nd St & 67th Ave At Se Corner,M
40.74294533,-73.882701,Britton Ave & Broadway At Nw Corner,E-M-R
40.7548279,-73.84580039,126th St & Roosevelt Ave At Nw Corner,7-7Express
40.75423698,-73.84601379,126th St & Roosevelt Ave At Sw Corner,7-7Express
40.72932524,-73.85955373,64th Rd & Queens Blvd At Nw Corner,E-M-R
40.69147144,-73.86659544,75th St & Jamaica At Nw Corner,J-Z
40.69526863,-73.84329543,104th St & Jamaica Ave At Ne Corner,J-Z
40.70120445,-73.81641338,Van Wyck Expwy & 89th Ave At Sw Corner,E
40.7006296,-73.94199502,Flushing Ave & Broadway At Se Corner,J-M
40.69571257,-73.90526431,Halsey St & Wycoff Ave At Sw Corner (To Canarsie Only),L
40.6794871,-73.92972549,Utica Ave & Fulton St At Nw Corner,A-C
40.68835813,-73.96567001,Washington Ave & Lafayette Ave At Ne Corner,G
40.68783351,-73.96788613,Clinton Ave & Lafayette Ave At Sw Corner,G
40.68933096,-73.95496904,Bedford Ave & Lafayette Ave At Se Corner,G
40.68955303,-73.95528961,Bedford Ave & Lafayette Ave At Nw Corner,G
40.6686647,-73.93072282,Utica Ave & Eastern Pkwy At Se Corner,3-4
40.65145808,-73.96283996,St. Pauls Pl & Caton Ave At Se Corner,B-Q
40.57549885,-73.9769987,8th St & Surf Ave At Nw Corner,F-Q
40.66985071,-73.98947403,4th Ave & 10th St At Nw Corner,D-F-G-N-R
40.62452814,-73.97615661,Mcdonald Ave & Avenue J At Nw Corner,F
40.51321563,-74.25096684,Main St & Utah St At Nw Corner,SIExpress
40.51538868,-74.24543269,Tracy Av & Arthur Kill Rd At Nw Corner,SIExpress
40.74854733,-73.876576,90th St & Roosevelt Ave At Nw Corner,7
40.73333033,-73.870973,Woodhaven Blvd & Queens Blvd At Sw Corner,E-M-R
40.73321333,-73.868733,Horace Harding Expwy & Queens Blvd At Ne Corner,E-M-R
40.74977733,-73.862303,103rd St & Roosevelt Ave At Se Corner,7
40.72659533,-73.853492,67th Ave & Queens Blvd At Se Corner,E-M-R
40.72149633,-73.843382,71st & Queens Blvd At Ne Corner,E-F-M-R
40.71397033,-73.831328,Union Tpke & Queens Blvd At Se Corner,E-F
40.71902353,-73.8379844,75th & Queens Blvd At Nw Corner (To Manhattan And Brooklyn Only),E-F
40.71492833,-73.831485,Union Tpke & Queens Blvd At Nw Corner,E-F
40.75939033,-73.82991,Main St & Roosevelt Ave At Se Corner,7-7Express
40.75971033,-73.829962,Main St & Roosevelt Ave At Ne Corner,7-7Express
40.70809233,-73.8201,Van Wyck Blvd & Queens Blvd At Sw Corner (To Jamaica Only),E-F
40.70266133,-73.817191,Van Wyck Expwy & Jamaica Ave At Nw Corner,E
40.70076833,-73.807894,Sutphin Blvd & Archer Ave At Nw Corner,E-J-Z
40.70565033,-73.809491,Sutphin Blvd & Hillside Ave At Se Corner,F
40.70709133,-73.804491,153rd St & Hillside Ave At Sw Corner,F
40.70755533,-73.802796,Parsons Blvd & Hillside Ave At Sw Corner,F
40.71014733,-73.794915,168th St & Hillside Ave At Nw Corner,F
40.71082133,-73.793213,169th St & Hillside Ave At Nw Corner,F
40.71094733,-73.792948,169th St & Hillside Ave At Ne Corner,F
40.71233533,-73.784501,179th St & Hillside Ave At Sw Corner,F
40.71240033,-73.784304,179th St & Hillside Ave At Se Corner,F
40.71290833,-73.783314,180th St & Hillside Ave At Nw Corner,F
40.71277633,-73.782652,180th St & Hillside Ave At Sw Corner,F
40.60474078,-73.75417282,Beach 22nd St & Mott Ave At Sw Corner,A
40.58308533,-73.827577,Beach 106th St & Rockaway Frwy At Nw Corner,A-S
40.58349133,-73.827166,Beach 106th St & Rockaway Frwy At Nw Corner,A-S
40.58557133,-73.820295,Beach 98th St & Rockaway Frwy At Nw Corner,A-S
40.59084033,-73.796585,Beach 67th St & Rockaway Frwy At Sw Corner,A
40.59117633,-73.7961,Beach 69th St & Rockaway Frwy At Se Corner,A
40.59223133,-73.78915,Beach 59th Sr & Rockaway Frwy At Sw Corner,A
40.59282633,-73.776165,Beach 45th St & Edgemere Ave At Sw Corner,A
40.59309234,-73.776047,Beach 45th St & Edgemere Ave At Ne Corner,A
40.59541233,-73.767885,Beach 35th & Rockaway Frwy At Sw Corner,A
40.67676933,-73.899586,Alabama Av & Fulton St At Se Corner,J
40.65142085,-73.89917839,Turnbull Ave & E 105th St At Se Corner,L
40.73973433,-74.002804,8th Ave & 14th St At Sw Corner,A-C-E-L
40.73994933,-74.002655,8th Ave & 14th St At Nw Corner,A-C-E-L
40.73977633,-74.002256,8th Ave & 14th St At Ne Corner,A-C-E-L
40.74041933,-74.001762,8th Ave & 15th St At Ne Corner,A-C-E-L
40.74094433,-74.001402,8th Ave & 16th St At Se Corner,A-C-E-L
40.74105733,-74.001308,8th Ave & 16th St At Ne Corner,A-C-E-L
40.71020733,-74.007562,Fulton St & Nassau St At Ne Corner,2-3-4-5-A-C-J-Z
40.74527833,-73.998771,8th Ave & 23rd St At Sw Corner,A-C-E
40.74550533,-73.998642,8th Ave & 23rd St At Nw Corner,A-C-E
40.73742333,-73.99722,6th Ave & 14th St At Sw Corner,1-2-3-L-F-M
40.73757233,-73.997111,6th Ave & 14th St At Nw Corner,1-2-3-L-F-M
40.73719733,-73.996704,6th Ave & 14th St At Se Corner,1-2-3-L-F-M
40.73714933,-73.996578,6th Ave & 14th St At Se Corner,1-2-3-L-F-M
40.73728633,-73.996437,6th Ave & 14th St At Ne Corner,1-2-3-L-F-M
40.73852933,-73.995685,6th Ave & 16th St At Se Corner,1-2-3-L-F-M
40.73447433,-73.990173,4th Ave & 14th St At Sw Corner,4-5-6-6Express-L-N-Q-R
40.73489133,-73.991277,Broadway & 14th St At Sw Corner,4-5-6-6Express-L-N-Q-R
40.73534433,-73.990283,4th Ave & 15th St At Sw Corner,4-5-6-6Express-L-N-Q-R
40.73652333,-73.990447,Broadway & 16th St At Ne Corner,4-5-6-6Express-L-N-Q-R
40.74120633,-73.998035,7th Ave & 18th St At Nw Corner (Downtown Only),1-2
40.74092033,-73.997698,7th Ave & 18th St At Se Corner (Uptown Only),1-2
40.74178333,-73.997557,7th Ave & 18th St At Nw Corner (Downtown Only),1-2
40.74161733,-73.997197,7th Ave & 18th St At Ne Corner (Uptown Only),1-2
40.74529933,-73.998145,8th Ave & 23rd St At Ne Corner,A-C-E
40.74611033,-73.998145,8th Ave & 24th St At Nw Corner,A-C-E
40.74660333,-73.997801,8th Ave & 25th St At Sw Corner,A-C-E
40.71420033,-74.008357,Church St & Warren St At Se Corner,2-3-A-C-E
40.71343733,-74.00676,Broadway & Warren St At Ne Corner,N-R
40.74673233,-73.997711,8th Ave & 25th St At Nw Corner,A-C-E
40.74648333,-73.997142,8th Ave & 25th St At Ne Corner,A-C-E
40.74391033,-73.995608,7th Ave & 23rd St At Se Corner (Uptown Only),1-2
40.74431333,-73.995811,7th Ave & 23rd St At Nw Corner (Downtown Only),1-2
40.74412033,-73.995348,7th Ave & 23rd St At Ne Corner (Uptown Only),1-2
40.74312133,-73.993099,6th Ave & 23rd St At Nw Corner (Downtown Only),F-M
40.75156133,-73.994243,8th Ave & 33rd St At Sw Corner,A-C-E
40.74726433,-73.993611,7th Ave & 28th St At Sw Corner (Downtown Only),1-2
40.74721633,-73.993121,7th Ave & 28th St At Ne Corner (Uptown Only),1-2
40.75047633,-73.991254,7th Ave & 33rd St At Nw Corner,1-2-3
40.75081033,-73.990481,7th Ave & 34th St At Se Corner,1-2-3
40.75129133,-73.993887,8th Ave & 33rd St At Se Corner,A-C-E
40.75167733,-73.994107,8th Ave & 33rd St At Nw Corner,A-C-E
40.75202033,-73.993352,8th Ave & 34th St At Se Corner,A-C-E
40.75242733,-73.993679,8th Ave & 34th St At Nw Corner,A-C-E
40.75216133,-73.993109,8th Ave & 34th St At Ne Corner,A-C-E
40.75303233,-73.993188,8th Ave & 35th St At Nw Corner,A-C-E
40.75276633,-73.992596,8th Ave & 35th St At Ne Corner,A-C-E
40.75118733,-73.990791,7th Ave & 34th St At Nw Corner,1-2-3
40.75593034,-73.990492,8th Ave & 40th St At Ne Corner,1-2-3-7-7Express-S-A-C-E-N-Q-R
40.73420633,-73.989547,4th Ave & 14th St At Se Corner,4-5-6-6Express-L-N-Q-R
40.73296133,-73.986657,3rd Ave & 14th St At Se Corner (To Brooklyn Only),L
40.73327733,-73.986931,3rd Ave & 14th St At Ne Corner (To 8 Av Only),L
40.73105033,-73.982625,1st Ave & 14th St At Se Corner (To Brooklyn Only),L
40.73111833,-73.982563,1st Ave & 14th St At Se Corner (To Brooklyn Only),L
40.73139733,-73.982112,1st Ave & 14th St At Ne Corner (To 8 Av Only),L
40.74075833,-73.989632,Broadway & 22nd St At Nw Corner (Downtown Only),N-R
40.74127133,-73.989639,5th Ave & 22nd St At Ne Corner (Downtown Only),N-R
40.71544433,-74.009453,Chambers St & West Broadway At Sw Corner,1-2-3
40.71534933,-74.009211,Chambers St & West Broadway At Se Corner,1-2-3
40.71557633,-74.009031,Chambers St & West Broadway At Ne Corner,1-2-3
40.71487333,-74.008162,Church St & Chambers St At Sw Corner,2-3-A-C-E
40.71477733,-74.007903,Church St & Chambers St At Se Corner,2-3-A-C-E
40.71499233,-74.007739,Church St & Chambers St At Ne Corner,2-3-A-C-E
40.71896533,-74.007121,Varick St & Franklin St At Sw Corner (Downtown Only),1
40.71900133,-74.006675,West Broadway & Franklin St At Sw Corner (Uptown Only),1
40.71991833,-74.00662,Varick St & North Moore St At Ne Corner (Uptown Only),1
40.72293233,-74.00662,Canal St & Varick St At Nw Corner (Downtown Only),1
40.74197933,-73.989404,Broadway & 23rd St At Nw Corner (Downtown Only),N-R
40.74108033,-73.989083,Broadway & 23rd St At Se Corner (Uptown Only),N-R
40.74137833,-73.988895,Broadway & 23rd St At Ne Corner (Uptown Only),N-R
40.74153933,-73.988989,Broadway & 23rd St At Ne Corner (Uptown Only),N-R
40.74009733,-73.986601,Park Ave & 23rd St At Sw Corner (Downtown Only),4-6-6Express
40.74018033,-73.986617,Park Ave & 23rd St At Sw Corner (Downtown Only),4-6-6Express
40.74000833,-73.986233,Park Ave & 23rd St At Se Corner (Uptown Only),4-6-6Express
40.74548833,-73.98901,Broadway & 28th St At Nw Corner (Downtown Only),N-R
40.74509333,-73.988486,Broadway & 28th St At Se Corner (Uptown Only),N-R
40.74018033,-73.986006,Park Ave & 23rd St At Ne Corner (Uptown Only),4-6-6Express
40.74339433,-73.984409,Park Ave & 28th St At Sw Corner (Downtown Only),4-6-6Express
40.74348433,-73.98428,Park Ave & 28th St At Nw Corner (Downtown Only),4-6-6Express
40.74316733,-73.983896,Park Ave & 28th St At Se Corner (Uptown Only),4-6-6Express
40.74330433,-73.983857,Park Ave & 28th St At Ne Corner (Uptown Only),4-6-6Express
40.74572333,-73.982531,Park Ave & 32nd St At Sw Corner (Downtown Only),4-6-6Express
40.74558533,-73.982198,Park Ave & 32nd St At Se Corner (Uptown Only),4-6-6Express
40.74626333,-73.981663,Park Ave & 33rd St At Se Corner (Uptown Only),4-6-6Express
40.74655033,-73.981533,Park Ave & 33rd St At Ne Corner (Uptown Only),4-6-6Express
40.74874721,-73.98870514,6th Ave & 32nd St At Nw Corner,B-D-F-M-N-Q-R
40.75007633,-73.988113,Broadway & 34th St At Nw Corner,B-D-F-M-N-Q-R
40.74836133,-73.988045,Broadway & 32nd St At Ne Corner,B-D-F-M-N-Q-R
40.75064233,-73.987351,6th Ave & 35th St At Nw Corner,B-D-F-M-N-Q-R
40.75456833,-73.987827,7th Ave & 40th St At Se Corner,1-2-3-7-7Express-S-A-C-E-N-Q-R
40.75430133,-73.986623,Broadway & 40th St At Ne Corner,1-2-3-7-7Express-S-A-C-E-N-Q-R
40.75370933,-73.985084,6th Ave & 40th St At Nw Corner,7-7Express-B-D-F-M
40.75340833,-73.984892,6th Ave & 40th St At Se Corner,7-7Express-B-D-F-M
40.70201933,-74.013117,State St & Whitehall St At   Corner,N-R
40.70415733,-74.014509,State & Battery Pl At Sw Corner,4-5
40.70482533,-74.014572,Broadway & Battery Pl At Nw Corner,4-5
40.70401533,-74.013284,Stone St & Whitehall St At Sw Corner,N-R
40.70463433,-74.013554,Broadway & Bowling Green At Nw Corner,4-5
40.70412333,-74.013002,Stone St & Whitehall St At Ne Corner,N-R
40.70577233,-74.01154,Broad St & Exchange Pl At Sw Corner,J-Z
40.70582833,-74.011287,Broad St & Exchange Pl At Se Corner,J-Z
40.70651233,-74.014299,Greenwich St & Morris St At Nw Corner (Downtown Only),1
40.70655333,-74.014114,Greenwich St & Morris St At Ne Corner (Uptown Only),1
40.70755833,-74.013867,Greenwich St & Rector St At Sw Corner (Downtown Only),1
40.70751333,-74.013267,Trinity Pl & Rector St At Sw Corner (Downtown Only),N-R
40.70772133,-74.013118,Trinity Pl & Rector St At Sw Corner (Downtown Only),N-R
40.70764733,-74.012924,Trinity Pl & Rector St At Se Corner (Uptown Only),N-R
40.70806333,-74.012862,Trinity Pl & Rector St At Nw Corner (Downtown Only),N-R
40.70800933,-74.012704,Trinity Pl & Rector St At Ne Corner (Uptown Only),N-R
40.70816133,-74.013603,Greenwich St & Rector St At Nw Corner (Downtown Only),1
40.70731533,-74.012161,Broadway & Rector St At Sw Corner,4-5
40.70757731,-74.01192701,Broadway & Rector St At Nw Corner,4-5
40.70719033,-74.011997,Broadway & Rector St At Se Corner,4-5
40.70744633,-74.011848,Broadway & Wall St At Se Corner,4-5
40.70637933,-74.011274,Broad St & Exchange Pl At Nw Corner,J-Z
40.70614233,-74.011128,Broad St & Exchange Pl At Se Corner,J-Z
40.70690133,-74.010689,Broad St & Wall St At Se Corner,J-Z
40.71020133,-74.011198,Church St & Cortlandt St At Se Corner (Uptown Only),N-R
40.71043533,-74.011066,Church St & Cortlandt St At Ne Corner (Uptown Only),N-R
40.71106533,-74.010644,Church St & Dey St At Se Corner (Uptown Only),N-R
40.70693133,-74.010489,Broad St & Wall St At Se Corner,J-Z
40.70638533,-74.009658,William St & Wall St At Sw Corner,2-3
40.70627233,-74.009447,William St & Wall St At Se Corner,2-3
40.70650633,-74.009544,William St & Wall St At Nw Corner,2-3
40.70743133,-74.008778,William St & Cedar St At Nw Corner,2-3
40.71010633,-74.007648,Fulton St & Nassau St At Se Corner,2-3-4-5-A-C-J-Z
40.71045433,-74.009696,Broadway & Dey St At Sw Corner,2-3-4-5-A-C-J-Z
40.71171033,-74.010204,Church St & Fulton St At Ne Corner,2-3-A-C-E
40.71016833,-74.009422,Broadway & John St At Se Corner,2-3-4-5-A-C-J-Z
40.71091333,-74.009266,Broadway & Fulton St At Sw Corner,2-3-4-5-A-C-J-Z
40.71225834,-74.010306,Church St & Vesey St At Nw Corner,2-3-A-C-E
40.71303633,-74.009245,Church St & Park Pl At Se Corner,2-3-A-C-E
40.71328633,-74.009511,Church St & Park Pl At Sw Corner,2-3-A-C-E
40.71333333,-74.009033,Church St & Park Pl At Ne Corner,2-3-A-C-E
40.71394933,-74.00896,Church St & Murray St At Nw Corner,2-3-A-C-E
40.73719733,-74.0004,7th Ave & 12th St At Ne Corner,1-2-3-L-F-M
40.73801333,-74.000329,7th Ave & 13th St At Nw Corner,1-2-3-L-F-M
40.73848433,-73.999914,7th Ave & 14th St At Sw Corner,1-2-3-L-F-M
40.73835833,-73.999656,7th Ave & 14th St At Se Corner,1-2-3-L-F-M
40.75425538,-73.94193509,40-33 21 Street,F
40.6828262,-73.96455533,908 Fulton Street (To Queens Only),A-C
40.68839633,-73.984216,36 Bond Street,A-C-G
40.72211633,-73.996912,27 Cleveland Place (Uptown Only),4-6-6Express
40.75180133,-73.975294,137 East 42 Street (Enter From E 43 St),4-5-6-6Express-7-7Express-S
40.75287733,-73.993244,481 8 Avenue,A-C-E
40.69296784,-73.98744208,368 Jay Street,A-C-F
40.73031033,-73.954432,133 Greenpoint Avenue,G
40.70280133,-73.907888,1745 Palmetto Street,M
40.75085088,-73.9750777,640 3 Avenue,4-5-6-6Express-7-7Express-S
40.51960144,-74.22954799,Richmond Valley Rd & Richmond Valley Rd At Se Corner,SIExpress
40.51976616,-74.22891199,Weiner St & Richmond Valley Rd At Sw Corner,SIExpress
40.51967128,-74.22867964,Richmond Valley Rd & Amboy Rd At Nw Corner,SIExpress
40.52248948,-74.21681223,Amboy Rd & Penton St At Nw Corner,SIExpress
40.52510517,-74.20066738,Seguine Av & Herbert St At Ne Corner,SIExpress
40.54055391,-74.17843706,Belfield Av & N Railroad St At Sw Corner,SIExpress
40.54438812,-74.16521432,Richmond Av & Eltingville Bl At Se Corner,SIExpress
40.54420838,-74.16504799,Richmond Av & Mosely Av At Ne Corner,SIExpress
40.55104516,-74.1514904,Nelson Av & Brower St At Ne Corner,SIExpress
40.54064064,-74.17746136,Annadale Rd & N Railroad St At Sw Corner,SIExpress
40.55599897,-74.13746845,Bay Te & S Railroad Av At Ne Corner,SIExpress
40.56516899,-74.12605867,Oak Av & S Railroad Av At Nw Corner,SIExpress
40.56465705,-74.12687588,Guyon Av & N Railroad Av At Se Corner,SIExpress
40.57328948,-74.1176362,Rose Av & New Dorp Pz At   Corner,SIExpress
40.57944093,-74.10909547,Lincoln Av & N Railroad Av At Sw Corner,SIExpress
40.57905848,-74.10974678,Fremont Av & N Railroad Av At Sw Corner,SIExpress
40.58406245,-74.10279236,Jefferson Av & N Railroad Av At Sw Corner,SIExpress
40.58852075,-74.09636903,Seaview Av & Hancock St At Nw Corner,SIExpress
40.58861598,-74.09664097,Seaview Av & N Railroad Av At Sw Corner,SIExpress
40.58865601,-74.09610964,Seaview Av & Hancock St At Ne Corner,SIExpress
40.59608405,-74.08756359,Oregon Rd & Old Town Rd At Nw Corner,SIExpress
40.60364672,-74.08361005,Clove Rd & Hillcrest Te At Sw Corner,SIExpress
40.6215937,-74.0716916,Bay St & Townsend Av At Ne Corner,SIExpress
40.62776348,-74.07514058,Bay St & Cross St At Ne Corner,SIExpress
40.63763259,-74.07501784,Minthorne St & Victory Bl At Se Corner,SIExpress
40.64321533,-73.979333,101 Church Avenue,F
40.73221633,-73.954751,134 India Street,G
40.63603033,-73.994995,1173 50 Street,D
